25-05-2018 13:56:52,40,"[  0   0   0 ..., 255 255 255]"
25-05-2018 13:56:55,20,"[0 0 0 ..., 0 0 0]"
25-05-2018 13:57:01,40,"[0 0 0 ..., 0 0 0]"
25-05-2018 13:57:03,30,"[0 0 0 ..., 0 0 0]"
25-05-2018 13:57:04,90,"[0 0 0 ..., 0 0 0]"
25-05-2018 13:57:07,540,"[255 255 255 ...,   0   0   0]"
25-05-2018 13:57:31,555,"[  0   0 255 ...,   0   0   0]"
25-05-2018 13:57:45,530,"[  0   0 255 ...,   0   0   0]"
25-05-2018 13:57:53,75,"[255 255 255 ...,   0   0   0]"
25-05-2018 13:58:37,180,"[  0   0 255 ...,   0   0   0]"
25-05-2018 13:58:50,75,"[  0   0 255 ...,   0   0   0]"
25-05-2018 13:59:00,180,"[255 255 255 ...,   0   0   0]"
25-05-2018 13:59:02,75,"[0 0 0 ..., 0 0 0]"
25-05-2018 13:59:10,90,"[0 0 0 ..., 0 0 0]"
25-05-2018 13:59:17,30,"[0 0 0 ..., 0 0 0]"
25-05-2018 14:06:44,90,"[0 0 0 ..., 0 0 0]"
25-05-2018 14:06:49,30,"[255 255 255 ...,   0   0   0]"
25-05-2018 14:06:54,10,"[255 255 255 ...,   0   0   0]"
25-05-2018 14:06:57,180,"[255 255 255 ...,   0   0   0]"
25-05-2018 14:07:01,150,"[255 255 255 ...,   0   0   0]"
25-05-2018 14:07:06,20,"[255 255 255 ...,   0   0   0]"
25-05-2018 14:07:25,30,"[255 255 255 ...,   0   0   0]"
25-05-2018 14:12:19,90,"[0 0 0 ..., 0 0 0]"
25-05-2018 14:12:22,30,"[  0   0 255 ...,   0   0   0]"
25-05-2018 14:12:32,60,"[  0 255 255 ...,   0   0   0]"
25-05-2018 14:12:37,150,"[  0   0 255 ...,   0   0   0]"
